date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed,complaint_id,client_id
2014-02-18,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,,Fax,2014-02-19,Closed with explanation,Yes,Yes,CR0718616,838.0
2014-02-11,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,,Fax,2014-02-18,Closed with explanation,Yes,No,CR0707883,4408.0
2014-02-10,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2014-02-11,Closed with explanation,Yes,Yes,CR0705878,4272.0
2014-02-05,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2014-02-07,Closed with non-monetary relief,Yes,Yes,CR0702038,847.0
2014-01-29,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2014-02-06,Closed with explanation,Yes,No,CR0689939,3482.0
2014-01-28,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2014-02-06,Closed with explanation,Yes,No,CR0688050,2698.0
2014-01-23,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,,Fax,2014-01-31,Closed with explanation,Yes,No,CR0682046,5827.0
2014-01-08,Credit card,,Cash advance,,,,,Fax,2014-01-09,Closed with explanation,Yes,No,CR0659192,2771.0
2013-12-24,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2014-01-06,Closed with explanation,Yes,Yes,CR0644906,3826.0
2013-12-24,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,,Fax,2014-01-06,Closed with explanation,Yes,No,CR0644531,3654.0
2013-11-19,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2014-05-20,Closed with explanation,Yes,Yes,CR0603229,1500.0
2013-11-06,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2013-11-19,Closed with explanation,Yes,No,CR0587861,2321.0
2013-10-28,Credit card,,Identity theft / Fraud / Embezzlement,,,Servicemember,,Fax,2013-10-29,Closed with explanation,Yes,Yes,CR0574864,1262.0
2013-10-23,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2013-11-05,Closed with explanation,Yes,Yes,CR0567779,5774.0
2013-10-17,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,,Fax,2013-10-17,Closed with explanation,Yes,Yes,CR0561186,4959.0
2013-10-15,Credit card,,Balance transfer,,,,,Fax,2013-10-16,Closed with explanation,Yes,No,CR0559272,1977.0
2013-09-30,Credit card,,Application processing delay,,,,,Fax,2013-10-02,Closed with explanation,Yes,No,CR0547876,6610.0
2013-09-29,Bank account or service,Savings account,Problems caused by my funds being low,,,,,Fax,2013-09-30,Closed with monetary relief,Yes,Yes,CR0547152,2930.0
2013-09-12,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,,Fax,2013-09-12,Closed with explanation,Yes,No,CR0524922,644.0
2013-09-07,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2013-09-09,Closed with explanation,Yes,No,CR0517670,29.0
2013-09-03,Bank account or service,Checking account,"Account opening, closing, or management",,,"Older American, Servicemember",,Fax,2013-09-06,Closed with explanation,Yes,No,CR0512719,4774.0
2013-08-29,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,"Older American, Servicemember",,Fax,2013-09-03,Closed with explanation,Yes,No,CR0508374,1465.0
2013-08-24,Bank account or service,Checking account,Using a debit or ATM card,,,Older American,,Fax,2013-08-28,Closed with monetary relief,Yes,No,CR0503464,1267.0
2013-08-22,Bank account or service,Savings account,"Account opening, closing, or management",,,,,Fax,2013-08-22,Closed with explanation,Yes,Yes,CR0499187,4221.0
2013-08-22,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,Older American,,Fax,2013-08-22,Closed with explanation,Yes,No,CR0499118,3872.0
2013-08-22,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2013-08-23,Closed with explanation,Yes,No,CR0500647,12850.0
2013-08-15,Bank account or service,Checking account,Problems caused by my funds being low,,,,,Fax,2013-08-19,Closed with explanation,Yes,Yes,CR0490204,3973.0
2013-08-12,Bank account or service,Checking account,Problems caused by my funds being low,,,,,Fax,2013-08-14,Closed with explanation,Yes,No,CR0487225,1593.0
2013-07-23,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2013-08-01,Closed with explanation,Yes,No,CR0480773,1104.0
2013-07-11,Credit card,,Credit line increase/decrease,,,"Older American, Servicemember",,Fax,2013-07-12,Closed with monetary relief,Yes,No,CR0454551,5132.0
2013-07-11,Bank account or service,Checking account,Using a debit or ATM card,,,,,Fax,2013-07-16,Closed with monetary relief,Yes,No,CR0479451,1787.0
2013-07-11,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2013-07-15,Closed with explanation,Yes,Yes,CR0480573,3192.0
2013-07-01,Bank account or service,Checking account,Using a debit or ATM card,,,,,Fax,2013-07-03,Closed with monetary relief,Yes,Yes,CR0447457,3560.0
2013-06-24,Credit card,,Transaction issue,,,,,Fax,2013-06-25,Closed with explanation,Yes,Yes,CR0440370,2233.0
2013-06-24,Credit card,,Delinquent account,,,,,Fax,2013-06-25,Closed with explanation,Yes,No,CR0440277,3055.0
2013-06-20,Credit card,,APR or interest rate,,,,,Fax,2013-06-21,Closed with monetary relief,Yes,No,CR0437926,13548.0
2013-06-17,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2013-07-12,Closed with explanation,Yes,Yes,CR0434587,1366.0
2013-06-10,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2013-06-12,Closed with monetary relief,Yes,No,CR0428430,12221.0
2013-06-07,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2013-06-11,Closed with explanation,Yes,No,CR0426655,4080.0
2013-05-31,Credit card,,Billing disputes,,,Older American,,Fax,2013-06-03,Closed with explanation,Yes,Yes,CR0420867,2762.0
2013-05-29,Credit card,,Rewards,,,,,Fax,2013-05-30,Closed with explanation,Yes,Yes,CR0418611,8356.0
2013-05-28,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,,Fax,2013-06-11,Closed with monetary relief,Yes,No,CR0418479,2138.0
2013-05-17,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,,Fax,2013-05-20,Closed with monetary relief,Yes,No,CR0411108,2616.0
2013-05-10,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2013-05-13,Closed with monetary relief,Yes,No,CR0404275,1593.0
2013-05-10,Bank account or service,Checking account,Using a debit or ATM card,,,,,Fax,2013-05-13,Closed with explanation,Yes,Yes,CR0404310,422.0
2013-04-29,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,,Fax,2013-05-01,Closed with non-monetary relief,Yes,Yes,CR0394315,1166.0
2013-04-03,Credit card,,Billing disputes,,,,,Fax,2013-04-15,Closed with explanation,Yes,Yes,CR0373513,4359.0
2013-04-01,Credit card,,Credit reporting,,,,,Fax,2013-04-02,Closed with explanation,Yes,No,CR0371074,1959.0
2013-03-29,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2013-04-01,Closed with explanation,Yes,No,CR0369207,1449.0
2013-03-27,Credit card,,Late fee,,,,,Fax,2013-03-28,Closed with explanation,Yes,No,CR0367356,10654.0
2013-03-21,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2013-03-25,Closed with explanation,Yes,Yes,CR0361734,2879.0
2013-03-21,Bank account or service,(CD) Certificate of deposit,"Making/receiving payments, sending money",,,"Older American, Servicemember",,Fax,2013-03-29,Closed with explanation,Yes,Yes,CR0362356,3487.0
2013-03-08,Credit card,,Billing disputes,,,,,Fax,2013-03-08,Closed with explanation,Yes,Yes,CR0347128,3827.0
2013-03-01,Credit card,,Closing/Cancelling account,,,,,Fax,2013-03-01,Closed with explanation,Yes,No,CR0338719,11709.0
2013-02-28,Credit card,,Credit line increase/decrease,,,"Older American, Servicemember",,Fax,2013-03-01,Closed with explanation,Yes,No,CR0338363,4336.0
2013-02-22,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,,Fax,2013-02-22,Closed with explanation,Yes,No,CR0327012,3509.0
2013-02-22,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2013-02-22,Closed with monetary relief,Yes,No,CR0327025,2148.0
2013-02-20,Credit card,,Billing disputes,,,Older American,,Fax,2013-02-21,Closed with explanation,Yes,No,CR0322720,2081.0
2013-02-14,Credit card,,Credit reporting,,,Older American,,Fax,2013-04-09,Closed with explanation,Yes,No,CR0315956,3266.0
2013-02-11,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,,Fax,2013-02-12,Closed with explanation,Yes,No,CR0314152,1248.0
2013-02-08,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Fax,2013-02-11,Closed with explanation,Yes,Yes,CR0313086,2408.0
2013-02-07,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,,Fax,2013-02-07,Closed with explanation,Yes,No,CR0310506,2589.0
2013-02-04,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2013-02-20,Closed with explanation,Yes,No,CR0294434,3013.0
2013-02-02,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,Older American,,Fax,2013-02-06,Closed with explanation,Yes,No,CR0285804,573.0
2013-02-01,Credit card,,Credit reporting,,,,,Fax,2013-02-01,Closed with explanation,Yes,Yes,CR0283220,3663.0
2013-01-28,Bank account or service,Savings account,"Account opening, closing, or management",,,Older American,,Fax,2013-01-31,Closed with explanation,Yes,No,CR0277914,1333.0
2013-01-24,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2013-02-05,Closed with explanation,Yes,Yes,CR0258067,2054.0
2013-01-24,Bank account or service,Checking account,Problems caused by my funds being low,,,,,Fax,2013-02-21,Closed with monetary relief,Yes,No,CR0256410,3289.0
2013-01-23,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2013-01-25,Closed with monetary relief,Yes,No,CR0255281,3037.0
2013-01-23,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,,Fax,2013-01-25,Closed with explanation,Yes,No,CR0257240,2542.0
2013-01-17,Credit card,,Credit reporting,,,,,Fax,2013-01-18,Closed with explanation,Yes,No,CR0245763,7632.0
2013-01-14,Bank account or service,Other bank product/service,Using a debit or ATM card,,,,,Fax,2013-01-15,Closed with explanation,Yes,No,CR0230239,4901.0
2013-01-12,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2013-01-16,Closed with monetary relief,Yes,No,CR0229354,2549.0
2013-01-12,Bank account or service,Checking account,Problems caused by my funds being low,,,Older American,,Fax,2013-01-14,Closed with explanation,Yes,Yes,CR0229326,3520.0
2013-01-07,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2013-01-08,Closed with monetary relief,Yes,No,CR0223678,2048.0
2013-01-04,Bank account or service,Checking account,Problems caused by my funds being low,,,,,Fax,2013-01-04,Closed with explanation,Yes,Yes,CR0221502,4273.0
2013-01-04,Bank account or service,Checking account,Deposits and withdrawals,,,Servicemember,,Fax,2013-01-04,Closed with monetary relief,Yes,No,CR0222601,4488.0
2012-12-31,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Fax,2013-01-03,Closed with explanation,No,,CR0220184,1422.0
2012-12-20,Bank account or service,Savings account,"Account opening, closing, or management",,,,,Fax,2012-12-20,Closed with explanation,Yes,Yes,CR0214774,4495.0
2012-12-18,Credit card,,Billing disputes,,,,,Fax,2012-12-19,Closed with explanation,Yes,No,CR0212889,1951.0
2012-12-13,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2013-01-16,Closed with explanation,Yes,No,CR0209127,1364.0
2012-12-10,Credit card,,Credit reporting,,,,,Fax,2012-12-10,Closed with non-monetary relief,Yes,No,CR0206371,1042.0
2012-11-29,Credit card,,Billing disputes,,,,,Fax,2012-12-03,Closed with non-monetary relief,Yes,No,CR0201107,77.0
2012-11-26,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2012-11-28,Closed with explanation,Yes,No,CR0197192,3503.0
2012-11-20,Credit card,,Identity theft / Fraud / Embezzlement,,,Older American,,Fax,2012-11-21,Closed with explanation,Yes,Yes,CR0194736,3597.0
2012-11-13,Credit card,,Balance transfer,,,,,Fax,2012-11-29,Closed with explanation,Yes,Yes,CR0189436,10563.0
2012-11-06,Credit card,,Closing/Cancelling account,,,,,Fax,2012-11-08,Closed with explanation,Yes,No,CR0185270,995.0
2012-10-31,Credit card,,Credit reporting,,,,,Fax,2012-11-02,Closed with explanation,Yes,No,CR0182259,2374.0
2012-10-15,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2012-10-15,Closed with explanation,Yes,No,CR0170715,2831.0
2012-09-28,Credit card,,Other,,,,,Fax,2012-09-28,Closed with explanation,No,No,CR0161683,3431.0
2012-09-05,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2012-09-05,Closed with explanation,Yes,Yes,CR0146975,656.0
2012-08-30,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,,Fax,2012-08-31,Closed with explanation,Yes,Yes,CR0144417,540.0
2012-08-20,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2012-08-21,Closed with monetary relief,Yes,No,CR0138644,2631.0
2012-08-17,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2012-08-21,Closed with monetary relief,Yes,Yes,CR0138235,4565.0
2012-08-08,Credit card,,Billing disputes,,,,,Fax,2012-08-09,Closed with explanation,Yes,No,CR0132727,414.0
2012-08-06,Credit card,,Rewards,,,,,Fax,2012-08-14,Closed with explanation,Yes,No,CR0130587,2594.0
2012-08-06,Bank account or service,Checking account,Using a debit or ATM card,,,,,Fax,2012-08-07,Closed with monetary relief,Yes,No,CR0130233,13095.0
2012-07-20,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2012-07-24,Closed with explanation,Yes,Yes,CR0121560,3693.0
2012-06-27,Credit card,,Credit reporting,,,,,Fax,2012-07-02,Closed with explanation,Yes,Yes,CR0108967,2937.0
2012-06-08,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2012-06-13,Closed with non-monetary relief,Yes,Yes,CR0097731,704.0
2012-06-05,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2012-06-11,Closed with non-monetary relief,Yes,Yes,CR0094377,6422.0
2012-05-31,Credit card,,Credit reporting,,,,,Fax,2012-06-05,Closed with explanation,Yes,No,CR0090075,4663.0
2012-05-31,Bank account or service,Checking account,Deposits and withdrawals,,,Servicemember,,Fax,2012-06-01,Closed with explanation,No,Yes,CR0091084,9997.0
2012-05-30,Credit card,,Billing disputes,,,Older American,,Fax,2012-06-01,Closed with monetary relief,No,Yes,CR0089542,7348.0
2012-04-11,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,,Fax,2012-04-13,Closed with relief,Yes,Yes,CR0054494,1447.0
2012-04-11,Bank account or service,Savings account,"Account opening, closing, or management",,,,,Fax,2012-04-12,Closed with relief,Yes,No,CR0044568,547.0
2012-03-26,Credit card,,Billing disputes,,,,,Fax,2012-03-28,Closed with relief,Yes,Yes,CR0027693,3396.0
2012-03-13,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2012-03-14,Closed with relief,Yes,No,CR0034610,2762.0
2012-02-06,Credit card,,Credit reporting,,,,,Fax,2012-02-07,Closed without relief,Yes,Yes,CR0013527,2606.0
2012-01-18,Credit card,,Overlimit fee,,,,,Fax,2012-02-02,Closed with relief,Yes,No,CR0014704,2892.0
2017-04-05,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2017-04-05,Closed with explanation,Yes,,CR2421250,3155.0
2017-03-28,Bank account or service,Checking account,Deposits and withdrawals,,,,,Postal mail,2017-03-28,In progress,Yes,,CR2406895,11360.0
2017-03-28,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2017-03-28,In progress,Yes,,CR2407613,2519.0
2017-03-27,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2017-03-28,Closed with explanation,Yes,,CR2406312,3389.0
2017-03-24,Bank account or service,Checking account,Deposits and withdrawals,,,,,Postal mail,2017-03-24,In progress,Yes,,CR2403665,261.0
2017-03-23,Credit card,,Other,,,,,Postal mail,2017-03-23,Closed with explanation,Yes,,CR2401648,312.0
2017-03-22,Credit card,,Other,,,,,Postal mail,2017-03-22,Closed with explanation,Yes,,CR2398513,2393.0
2017-03-22,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,,Postal mail,2017-03-22,In progress,Yes,,CR2399597,1808.0
2017-03-22,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2017-03-28,In progress,Yes,,CR2398557,3723.0
2017-03-21,Credit card,,Billing disputes,,,,,Postal mail,2017-03-22,In progress,Yes,,CR2397904,2130.0
2017-03-21,Bank account or service,Checking account,Problems caused by my funds being low,,,,,Postal mail,2017-03-21,In progress,Yes,,CR2397006,4257.0
2017-03-20,Credit card,,Other,,,,,Postal mail,2017-03-21,In progress,Yes,,CR2394492,711.0
2017-03-20,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2017-03-21,Closed with explanation,Yes,,CR2394945,977.0
2017-03-15,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,"Older American, Servicemember",,Postal mail,2017-03-16,Closed with monetary relief,Yes,,CR2388201,3251.0
2017-03-14,Credit card,,Other,,,,,Postal mail,2017-03-16,Closed with explanation,Yes,,CR2387263,4288.0
2017-03-13,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,,Postal mail,2017-03-15,Closed with explanation,Yes,,CR2384632,4490.0
2017-03-10,Bank account or service,Checking account,Using a debit or ATM card,,,,,Postal mail,2017-03-17,Closed with monetary relief,Yes,,CR2381178,2075.0
2017-03-09,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2017-03-13,In progress,Yes,,CR2379569,251.0
2017-03-08,Credit card,,Closing/Cancelling account,,,,,Postal mail,2017-03-13,In progress,Yes,,CR2378467,545.0
2017-03-08,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Older American,,Postal mail,2017-03-11,Closed with explanation,Yes,,CR2378054,241.0
2017-03-02,Bank account or service,Other bank product/service,Problems caused by my funds being low,,,Older American,,Postal mail,2017-03-07,Closed with monetary relief,Yes,,CR2368744,1222.0
2017-02-27,Bank account or service,Savings account,"Account opening, closing, or management",,,,,Postal mail,2017-03-02,Closed with monetary relief,Yes,,CR2362994,3663.0
2017-02-17,Credit card,,Identity theft / Fraud / Embezzlement,,,Older American,,Postal mail,2017-02-23,Closed with explanation,Yes,,CR2349389,9346.0
2017-02-17,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Postal mail,2017-03-06,Closed with explanation,Yes,,CR2350802,7043.0
2017-02-16,Bank account or service,Savings account,"Account opening, closing, or management",,,,,Postal mail,2017-02-22,Closed with explanation,Yes,,CR2348744,300.0
2017-02-14,Credit card,,Identity theft / Fraud / Embezzlement,,,Older American,,Postal mail,2017-02-17,Closed with explanation,Yes,,CR2344749,1360.0
2017-02-14,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2017-02-17,In progress,Yes,,CR2344048,4260.0
2017-02-09,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2017-02-13,Closed with explanation,Yes,,CR2336216,965.0
2017-02-08,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Postal mail,2017-02-13,Closed with explanation,Yes,,CR2335191,3811.0
2017-02-08,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,,Postal mail,2017-02-13,Closed with explanation,Yes,,CR2333445,2829.0
2017-02-07,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,,Postal mail,2017-02-07,Closed with monetary relief,Yes,,CR2331971,3705.0
2017-02-07,Bank account or service,Other bank product/service,Deposits and withdrawals,,,Older American,,Postal mail,2017-02-10,In progress,Yes,,CR2331412,3952.0
2017-02-03,Credit card,,Billing disputes,,,,,Postal mail,2017-02-07,Closed with monetary relief,Yes,,CR2326406,776.0
2017-02-02,Credit card,,Payoff process,,,,,Postal mail,2017-02-07,Closed with explanation,Yes,,CR2322711,2476.0
2017-02-01,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2017-02-06,Closed with explanation,Yes,,CR2323490,4382.0
2017-01-31,Bank account or service,Other bank product/service,Deposits and withdrawals,,,Older American,,Postal mail,2017-02-02,Closed with explanation,Yes,,CR2319723,426.0
2017-01-31,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2017-02-02,Closed with explanation,Yes,,CR2319809,4185.0
2017-01-26,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,,Postal mail,2017-02-06,Closed with explanation,Yes,,CR2313440,2424.0
2017-01-25,Credit card,,Billing disputes,,,Older American,,Postal mail,2017-01-30,Closed with explanation,Yes,,CR2311310,3426.0
2017-01-25,Credit card,,Closing/Cancelling account,,,,,Postal mail,2017-02-28,Closed with explanation,Yes,,CR2310424,9642.0
2017-01-25,Credit card,,Transaction issue,,,,,Postal mail,2017-01-27,Closed with explanation,Yes,No,CR2311024,4447.0
2017-01-19,Credit card,,Closing/Cancelling account,,,,,Postal mail,2017-01-23,Closed with non-monetary relief,Yes,No,CR2298405,6922.0
2017-01-19,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2017-01-24,Closed with explanation,Yes,No,CR2295998,2139.0
2017-01-18,Credit card,,Closing/Cancelling account,,,,,Postal mail,2017-01-19,Closed with explanation,Yes,Yes,CR2293843,2119.0
2017-01-17,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2017-01-19,Closed with explanation,Yes,No,CR2291907,2298.0
2017-01-10,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Postal mail,2017-01-11,Closed with monetary relief,Yes,No,CR2283829,3780.0
2017-01-09,Bank account or service,Checking account,Using a debit or ATM card,,,,,Postal mail,2017-01-11,Closed with explanation,Yes,No,CR2280052,671.0
2017-01-06,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2017-01-09,Closed,Yes,No,CR2277705,2177.0
2017-01-04,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2017-01-06,Closed with explanation,Yes,No,CR2275295,2998.0
2017-01-03,Credit card,,Customer service / Customer relations,,,,,Postal mail,2017-01-04,Closed with explanation,Yes,No,CR2272079,8105.0
2017-01-03,Bank account or service,Other bank product/service,Deposits and withdrawals,,,Older American,,Postal mail,2017-01-04,Closed with explanation,Yes,No,CR2271991,4717.0
2016-12-28,Credit card,,Billing disputes,,,Older American,,Postal mail,2016-12-29,Closed with explanation,Yes,Yes,CR2267015,2058.0
2016-12-22,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Postal mail,2016-12-23,Closed with explanation,Yes,No,CR2261646,1578.0
2016-12-21,Credit card,,Billing disputes,,,Older American,,Postal mail,2016-12-22,Closed with explanation,Yes,No,CR2258943,252.0
2016-12-21,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Postal mail,2016-12-22,Closed with monetary relief,Yes,No,CR2259376,289.0
2016-12-20,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2016-12-20,Closed with explanation,Yes,No,CR2258552,5013.0
2016-12-14,Bank account or service,Checking account,"Account opening, closing, or management",,,Older American,,Postal mail,2016-12-15,Closed with explanation,Yes,No,CR2249569,3370.0
2016-12-14,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2016-12-15,Closed with explanation,Yes,No,CR2250123,3482.0
2016-12-07,Credit card,,Closing/Cancelling account,,,,,Postal mail,2016-12-08,Closed with explanation,Yes,No,CR2239685,3299.0
2016-12-06,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Postal mail,2016-12-06,Closed with explanation,Yes,Yes,CR2238023,3841.0
2016-12-05,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Postal mail,2016-12-07,Closed with explanation,Yes,No,CR2236702,4509.0
2016-12-05,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2016-12-06,Closed with non-monetary relief,Yes,No,CR2235451,4145.0
2016-11-30,Credit card,,Billing disputes,,,,,Postal mail,2016-12-01,Closed with monetary relief,Yes,No,CR2228854,2707.0
2016-11-30,Bank account or service,Checking account,Deposits and withdrawals,,,,,Postal mail,2016-12-01,Closed with monetary relief,Yes,No,CR2230146,3603.0
2016-11-28,Credit card,,Payoff process,,,,,Postal mail,2016-11-29,Closed with non-monetary relief,Yes,No,CR2226204,6255.0
2016-11-25,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Postal mail,2016-11-28,Closed with explanation,Yes,No,CR2223424,2809.0
2016-11-23,Credit card,,Other,,,,,Postal mail,2016-11-28,Closed with monetary relief,Yes,No,CR2221342,3732.0
2016-11-23,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Postal mail,2016-11-23,Closed with monetary relief,Yes,No,CR2222679,4581.0
2016-11-23,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2016-11-23,Closed with monetary relief,Yes,No,CR2222223,4015.0
2016-11-22,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,,Postal mail,2016-11-22,Closed with explanation,Yes,No,CR2220251,123.0
2016-11-21,Bank account or service,Checking account,Deposits and withdrawals,,,,,Postal mail,2016-11-21,Closed with explanation,Yes,No,CR2218454,4492.0
2016-11-17,Credit card,,Credit determination,,,,,Postal mail,2016-11-17,Closed with explanation,Yes,No,CR2214180,911.0
2016-11-16,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Postal mail,2016-11-17,Closed with monetary relief,Yes,No,CR2212245,1821.0
2016-11-16,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,,Postal mail,2016-11-17,Closed with monetary relief,Yes,No,CR2212620,1670.0
2016-11-15,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Postal mail,2016-12-12,Closed with explanation,Yes,No,CR2209088,3232.0
2016-11-15,Credit card,,Other,,,,,Postal mail,2016-11-16,Closed with explanation,Yes,Yes,CR2209979,3853.0
2016-11-08,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2016-11-09,Closed with explanation,Yes,No,CR2199697,973.0
2016-11-03,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Postal mail,2016-11-04,Closed with explanation,Yes,No,CR2193859,4624.0
2016-11-01,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2016-11-03,Closed with explanation,Yes,No,CR2189595,3494.0
2016-10-31,Credit card,,Late fee,,,,,Postal mail,2016-11-01,Closed with explanation,Yes,No,CR2187824,942.0
2016-10-28,Credit card,,Other,,,Older American,,Postal mail,2016-10-31,Closed with non-monetary relief,Yes,No,CR2184797,1617.0
2016-10-27,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Postal mail,2016-10-31,Closed with explanation,Yes,No,CR2182212,1734.0
2016-10-26,Credit card,,Other,,,,,Postal mail,2016-10-28,Closed with monetary relief,Yes,No,CR2179090,4560.0
2016-10-26,Bank account or service,Other bank product/service,Problems caused by my funds being low,,,,,Postal mail,2016-11-03,Closed with explanation,Yes,No,CR2181276,18.0
2016-10-21,Bank account or service,Checking account,Deposits and withdrawals,,,,,Postal mail,2016-10-24,Closed with explanation,Yes,No,CR2172937,4164.0
2016-10-20,Credit card,,Closing/Cancelling account,,,,,Postal mail,2016-10-24,Closed with explanation,Yes,Yes,CR2172002,390.0
2016-10-20,Credit card,,Billing statement,,,,,Postal mail,2016-10-24,Closed with explanation,Yes,No,CR2173059,4061.0
